Region;Code;Label;count
FI13;FORFOR;Forest land remaining Forest land;6440341
FI13;FORART;Forest land converted to Artificial land;9
FI13;CRPFOR;Cropland converted to Forest land;112940
FI13;CRPCRP;Cropland remaining Cropland;294720
FI13;CRPART;Cropland converted to Artificial land;616
FI13;GRSFOR;Grassland converted to Forest land;81
FI13;GRSCRP;Grassland converted to Cropland;88
FI13;ARTART;Artificial land remaining Artificial land;45268
FI18;FORFOR;Forest land remaining Forest land;2799247
FI18;FORCRP;Forest land converted to Cropland;1646
FI18;FORART;Forest land converted to Artificial land;2307
FI18;CRPFOR;Cropland converted to Forest land;214175
FI18;CRPCRP;Cropland remaining Cropland;819806
FI18;CRPART;Cropland converted to Artificial land;8885
FI18;GRSFOR;Grassland converted to Forest land;249
FI18;GRSART;Grassland converted to Artificial land;505
FI18;ARTART;Artificial land remaining Artificial land;162760
FI19;FORFOR;Forest land remaining Forest land;4595326
FI19;FORCRP;Forest land converted to Cropland;1224
FI19;FORART;Forest land converted to Artificial land;338
FI19;CRPFOR;Cropland converted to Forest land;197373
FI19;CRPCRP;Cropland remaining Cropland;792799
FI19;CRPART;Cropland converted to Artificial land;2343
FI19;GRSFOR;Grassland converted to Forest land;195
FI19;GRSART;Grassland converted to Artificial land;241
FI19;ARTART;Artificial land remaining Artificial land;120616
FI1A;FORFOR;Forest land remaining Forest land;10275324
FI1A;FORART;Forest land converted to Artificial land;815
FI1A;CRPFOR;Cropland converted to Forest land;131363
FI1A;CRPCRP;Cropland remaining Cropland;289425
FI1A;CRPGRS;Cropland converted to Grassland;2994
FI1A;CRPART;Cropland converted to Artificial land;726
FI1A;GRSFOR;Grassland converted to Forest land;524
FI1A;GRSGRS;Grassland remaining Grassland;1990
FI1A;GRSART;Grassland converted to Artificial land;23
FI1A;ARTART;Artificial land remaining Artificial land;60067
FI1A;RESART;Residual land converted to Artificial land;43
FI1A;RESRES;Residual land remaining Residual land;723732
FI20;FORFOR;Forest land remaining Forest land;99860
FI20;FORART;Forest land converted to Artificial land;213
FI20;CRPCRP;Cropland remaining Cropland;20447
FI20;CRPGRS;Cropland converted to Grassland;725
FI20;CRPART;Cropland converted to Artificial land;10
FI20;GRSGRS;Grassland remaining Grassland;2704
FI20;GRSART;Grassland converted to Artificial land;15
FI20;ARTART;Artificial land remaining Artificial land;2852
