ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
PL11;896271;914378;0.0100003;896271;200000;140080;142909;0.00999685;140080;100000;204269;208396;0.0100008;204269;700000;0;0;;0;0
PL12;1632212;1665186;0.01;1632212;599811;320629;327106;0.00999946;320629;100003;366968;374381;0.00999934;366968;700000;0;0;;0;0
PL21;453579;462742;0.00999977;455232;0;77307;78868;0.0099952;78868;-100000;96707;98660;0.00999657;96707;100000;0;0;;0;0
PL22;307511;313724;0.010001;313724;-100000;96739;98694;0.0100034;96739;100000;63693;64980;0.0100021;63693;100000;0;0;;0;0
PL31;1276457;1302244;0.01;1276457;594676;242387;247284;0.0100006;242387;100055;222216;226705;0.00999953;222216;700002;0;0;;0;0
PL32;481321;491044;0.00999933;489071;0;104778;106895;0.0100013;106895;-100000;115005;117328;0.00999858;115005;100000;0;0;;0;0
PL33;451810;460937;0.00999948;460937;-100000;91680;93533;0.0100047;92637;0;117250;119619;0.0100013;117250;200000;0;0;;0;0
PL34;734810;749655;0.0100002;734810;99898;267555;272960;0.00999972;272960;-100000;141494;144353;0.0100019;141494;99999;0;0;;0;0
PL41;1476115;1505936;0.0100002;1476115;200000;229629;234268;0.0100001;229629;100000;259855;265104;0.00999888;259855;700000;0;0;;0;0
PL42;713032;727437;0.0100002;727437;-100000;227656;232255;0.00999976;227656;100000;156875;160044;0.0099994;156875;100000;0;0;;0;0
PL43;298750;304785;0.00999942;304785;-100000;151867;154936;0.0100032;151867;100000;71810;73261;0.010002;71810;100000;0;0;;0;0
PL51;774346;789989;0.00999978;788283;0;137980;140767;0.00999831;137980;100000;138846;141651;0.0100001;138846;100000;0;0;;0;0
PL52;440420;449317;0.00999958;449317;-100000;54385;55484;0.0100028;54385;100000;72480;73945;0.0100051;72480;100000;0;0;;0;0
PL61;910978;929381;0.00999968;929381;-100000;127190;129759;0.00999809;127190;100000;132745;135426;0.00999735;132745;100000;0;0;;0;0
PL62;727117;741806;0.00999984;736438;0;245192;250145;0.00999925;245192;99999;158771;161978;0.00999847;158771;99999;0;0;;0;0
PL63;616823;629284;0.00999994;623426;0;116577;118932;0.00999962;118170;0;111160;113405;0.00999711;111160;100000;0;0;;0;0

"DiscrAlloc completed for 464 tiles with a total magnified suitability of 70506434444 over 30379371 land units = 2320.865512 per land unit, which is optimal"
