ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
DE11;319813;326274;0.0100002;326274;-100182;129007;131614;0.010003;131614;-100000;49297;50292;0.00999106;50292;-349948;0;0;;0;-100379
DE12;137925;140712;0.0100023;140712;-247142;50730;51755;0.0100015;51755;-100000;18067;18432;0.0100003;18432;-327579;0;0;;0;-69913
DE13;152976;156067;0.0100018;156067;-100000;182711;186402;0.00999965;182711;27850;35769;36492;0.0100054;36492;-544501;0;0;;0;0
DE14;232373;237068;0.0100013;237068;-100000;203651;207766;0.010002;204543;0;23907;24390;0.0100006;24390;-536712;0;0;;0;-103708
DE21;403859;412018;0.0100003;412018;-100000;422336;430869;0.0100011;422336;400000;4815;4912;0.00997224;4912;-1436099;0;0;;0;-39648
DE22;388986;396845;0.0100009;396845;-100000;181555;185222;0.0099979;185222;-100000;5494;5605;0.0100009;5605;-1183901;0;0;;0;0
DE23;266280;271659;0.00999928;271659;-100000;162657;165943;0.01;165943;-100000;0;0;;0;-1248280;0;0;;0;-22581
DE24;209747;213984;0.00999927;213984;-100000;127930;130515;0.0100021;130515;-100000;321;328;0.0107858;328;-1320796;0;0;;0;-41513
DE25;225580;230137;0.00999963;230137;-100022;123552;126049;0.010004;126049;-100000;859;876;0.00979827;876;-525373;0;0;;0;-116426
DE26;293124;299045;0.00999883;299045;-100001;76833;78386;0.0100052;78386;-100000;9271;9458;0.00998452;9458;-350000;0;0;;0;-82791
DE27;230257;234908;0.0099986;234908;-100000;298280;304305;0.00999859;298280;100000;1144;1167;0.0099524;1167;-1225222;0;0;;0;0
DE30;0;0;;0;-169855;2154;2197;0.00988279;2175;0;0;0;;0;-210353;0;0;;0;-99852
DE40;983842;1003717;0.0099997;1003717;-100000;420794;429295;0.0100001;421586;0;18166;18533;0.0100003;18533;-350000;0;0;;0;-69873
DE50;0;0;;0;-169850;11385;11616;0.010043;11501;0;0;0;;0;-350000;0;0;;0;-97345
DE60;0;0;;0;-169077;12464;12715;0.00996862;12500;0;2006;2047;0.010116;2047;-316949;0;0;;0;-99895
DE71;151075;154128;0.0100032;154128;-241249;123772;126273;0.0100022;123772;258750;10517;10730;0.0100249;10517;258750;0;0;;0;-75468
DE72;108495;110686;0.0099963;110686;-189223;146491;149450;0.00999861;146491;400000;491;500;0.00908174;500;-549955;0;0;;0;-41627
DE73;200055;204096;0.00999874;204096;-100267;178105;181704;0.0100025;178105;100000;1010;1031;0.0102891;1031;-349999;0;0;;0;0
DE80;1023235;1043906;0.0099998;1043906;-100000;431119;439828;0.00999946;431119;100000;5166;5271;0.0100604;5271;-677973;0;0;;0;0
DE91;339705;346568;0.0100004;346568;-100000;65254;66573;0.0100055;66573;-100000;6017;6138;0.00995475;6138;-350000;0;0;;0;-99670
DE92;417702;426141;0.0100007;426141;-100037;91626;93477;0.00999984;91626;100000;7879;8038;0.00998932;8038;-349997;0;0;;0;-57303
DE93;521703;532242;0.00999957;532242;-100000;352823;359950;0.00999898;359950;-100000;10317;10526;0.0100273;10526;-752853;0;0;;0;-66172
DE94;536838;547683;0.00999981;547683;-100001;409326;417595;0.00999975;417595;-100000;1425;1454;0.0100729;1454;-567913;0;0;;0;-60724
DEA1;143469;146368;0.0100022;146368;-234444;79961;81576;0.00999771;81576;-107253;561;572;0.00970874;572;-268749;0;0;;0;-30709
DEA2;162842;166131;0.00999778;164755;0;175626;179175;0.0100028;175626;499999;1705;1740;0.0101597;1705;499999;0;0;;0;-48889
DEA3;318330;324761;0.0100001;324761;-251249;65103;66418;0.0099984;66418;-100000;5578;5691;0.0100275;5691;-42856;0;0;;0;-68993
DEA4;264951;270304;0.0100008;270304;-128496;89081;90880;0.00999661;89081;100000;4096;4179;0.0100302;4179;-349990;0;0;;0;-64286
DEA5;117094;119459;0.00999776;119459;-249999;157535;160718;0.0100015;157535;22189;0;0;;0;-349998;0;0;;0;-50000
DEB1;153846;156954;0.01;156954;-192329;150971;154020;0.00999702;153059;0;11130;11355;0.0100067;11355;-342829;0;0;;0;-107751
DEB2;78216;79797;0.0100055;79602;0;129017;131624;0.0100023;131624;-100000;9888;10087;0.00996245;10087;-349997;0;0;;0;-126426
DEB3;221126;225593;0.00999958;225593;-131547;66301;67640;0.00999694;67640;-100000;60749;61976;0.00999796;61976;-224999;0;0;;0;-111964
DEC0;28093;28660;0.00999066;28660;-104604;66651;67998;0.0100038;67140;0;1263;1288;0.00980008;1288;-349989;0;0;;0;-69808
DED0;712744;727143;0.0100001;727143;-100000;247905;252914;0.0100016;252914;-100000;8706;8881;0.00995053;8881;-873704;0;0;;0;-69321
DEE0;973147;992806;0.00999973;992806;-100000;253280;258397;0.0100004;253280;100000;4495;4586;0.0100209;4586;-765876;0;0;;0;-20793
DEF0;648928;662037;0.0099995;662037;-78344;417869;426310;0.00999906;426310;-100000;610;623;0.0105434;623;-1450000;0;0;;0;-97862
DEG0;626230;638881;0.00999991;638881;-100000;205760;209917;0.0100006;209917;-100000;5639;5752;0.00992011;5752;-556873;0;0;;0;-57632

"DiscrAlloc completed for 533 tiles with a total magnified suitability of 1989850528694 over 34865605 land units = 57072.020655 per land unit, which is optimal"
