Region;Code;Label;count
UKC0;FORFOR;Forest land remaining Forest land;101126
UKC0;CRPCRP;Cropland remaining Cropland;224728
UKC0;CRPGRS;Cropland converted to Grassland;1293
UKC0;CRPART;Cropland converted to Artificial land;418
UKC0;GRSGRS;Grassland remaining Grassland;232243
UKC0;GRSART;Grassland converted to Artificial land;224
UKC0;ARTART;Artificial land remaining Artificial land;65295
UKC0;RESART;Residual land converted to Artificial land;583
UKC0;RESRES;Residual land remaining Residual land;152767
UKD0;FORFOR;Forest land remaining Forest land;103911
UKD0;FORART;Forest land converted to Artificial land;6
UKD0;CRPCRP;Cropland remaining Cropland;193889
UKD0;CRPGRS;Cropland converted to Grassland;5277
UKD0;CRPART;Cropland converted to Artificial land;502
UKD0;GRSGRS;Grassland remaining Grassland;588565
UKD0;ARTART;Artificial land remaining Artificial land;165090
UKD0;RESART;Residual land converted to Artificial land;3242
UKD0;RESRES;Residual land remaining Residual land;200988
UKE0;FORFOR;Forest land remaining Forest land;107547
UKE0;FORART;Forest land converted to Artificial land;364
UKE0;CRPCRP;Cropland remaining Cropland;705363
UKE0;CRPGRS;Cropland converted to Grassland;361
UKE0;CRPART;Cropland converted to Artificial land;1136
UKE0;GRSGRS;Grassland remaining Grassland;326332
UKE0;GRSART;Grassland converted to Artificial land;564
UKE0;ARTART;Artificial land remaining Artificial land;119643
UKE0;RESART;Residual land converted to Artificial land;1968
UKE0;RESRES;Residual land remaining Residual land;111152
UKF0;FORFOR;Forest land remaining Forest land;87994
UKF0;CRPCRP;Cropland remaining Cropland;997616
UKF0;CRPART;Cropland converted to Artificial land;152
UKF0;GRSCRP;Grassland converted to Cropland;19
UKF0;GRSGRS;Grassland remaining Grassland;289285
UKF0;GRSART;Grassland converted to Artificial land;2252
UKF0;ARTART;Artificial land remaining Artificial land;103152
UKF0;RESART;Residual land converted to Artificial land;75
UKF0;RESRES;Residual land remaining Residual land;20450
UKG0;FORFOR;Forest land remaining Forest land;100732
UKG0;FORART;Forest land converted to Artificial land;262
